object_id,koi_period,koi_prad,koi_teq,koi_insol,koi_disposition,category,score,flags,disposition_compare,is_disposition_match,color_hint
K02842.02,5.14892346,1.72,436.0,8.54,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02917.01,0.730943372,1.37,2190.0,5461.14,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02918.01,0.515552803,13.96,1807.0,2508.21,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02919.01,2.522590567,25.82,1205.0,499.07,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K02920.01,6.73968289,1.48,1011.0,246.9,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00276.01,41.74598855,2.4,584.0,27.58,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02702.01,75.378004,3.82,455.0,10.13,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02703.01,213.258526,2.72,202.0,0.39,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00260.02,100.2830675,2.51,475.0,12.07,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02704.01,4.871223664,1.56,341.0,3.18,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02704.02,2.984157711,0.92,401.0,6.12,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02705.01,2.8867624,1.24,557.0,22.75,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02763.01,0.498434645,1.08,1676.0,1873.28,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02764.01,2.252976718,1.19,795.0,94.26,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02765.01,2.75505467,1.74,1783.0,2387.41,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02766.01,1.572181216,77.12,3384.0,30903.98,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02767.01,1.28805834,1.08,1736.0,2142.23,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02844.01,2.72288246,1.06,1162.0,431.75,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02845.01,1.574090323,0.93,998.0,234.92,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02846.01,0.947738312,0.88,1229.0,537.85,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02848.01,13.7872627,1.55,894.0,150.64,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00271.03,14.4359459,1.46,884.0,144.45,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02849.01,5.95958637,1.02,897.0,153.48,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02921.01,16.6146221,1.49,604.0,31.48,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02922.01,0.497581917,0.76,1801.0,2487.04,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02923.01,5.83892993,1.19,835.0,114.94,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02924.01,2.279523364,0.87,1123.0,374.78,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02926.01,12.2854718,2.21,434.0,8.39,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02926.02,5.53609368,2.2,566.0,24.23,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02706.01,3.09756897,1.75,1782.0,2380.18,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02707.01,58.0337426,3.21,486.0,13.17,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02707.02,14.4252635,1.68,773.0,84.28,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02707.03,26.6757818,2.69,630.0,37.15,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02708.01,0.868386354,1.52,1389.0,880.33,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02768.01,11.8288843,1.18,730.0,67.13,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02768.02,14.7512034,1.63,678.0,49.97,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02769.01,1.480323978,1.46,1743.0,2180.25,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02770.01,205.385912,2.11,200.0,0.38,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00041.02,6.88707073,1.3,1155.0,420.97,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00267.01,165.75597,15049.8,398.0,5.96,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02850.01,1.11431205,1.07,1635.0,1691.99,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02851.01,3.42064689,2.27,1129.0,382.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02851.02,1.23935745,1.5,1583.0,1488.51,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02852.01,0.675650404,1.36,2085.0,4473.06,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02853.01,1.407020118,1.12,1350.0,782.45,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02927.01,24.4359956,2.31,674.0,48.81,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02928.01,17.7337356,1.24,597.0,29.95,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02929.01,10.06478627,1.49,729.0,66.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02930.01,1.12976597,0.83,1429.0,987.44,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00277.01,16.23191704,3.54,926.0,174.1,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02709.01,15.4126766,2.82,618.0,34.56,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02710.01,1.110599919,1.07,1539.0,1320.65,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00260.03,21.86965714,1.51,790.0,92.0,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02711.01,9.02436414,1.62,939.0,183.39,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02711.02,17.3408735,1.43,755.0,76.86,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02771.01,0.814280672,1.91,2563.0,10224.99,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02773.01,0.878855771,1.57,1864.0,2857.19,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02774.01,2.49432176,8.91,1342.0,766.49,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02775.01,17.57704569,27.21,673.0,48.33,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K02776.01,1.00652785,1.03,1815.0,2556.97,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02777.01,1.99566293,1.11,1182.0,462.26,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02854.01,0.755111225,1.38,1999.0,3759.62,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02855.01,1.400755743,1.3,1628.0,1659.74,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02856.01,25.8730914,2.88,667.0,46.82,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02857.01,20.2642023,2.12,770.0,82.92,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00272.01,1.28132831,4.52,2215.0,5673.71,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02857.02,7.44136102,1.33,1075.0,315.02,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02931.01,99.2532336,2.17,300.0,1.93,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K02932.01,3.84933401,2.12,1147.0,408.84,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02933.01,119.0833042,22.19,240.0,0.78,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K02935.01,27.8813154,1.54,681.0,50.86,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02936.01,6.4802138,1.26,934.0,180.05,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02712.01,7.50790041,1.77,1138.0,396.33,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02713.01,21.3910125,1.72,483.0,12.88,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02714.01,14.3832267,1.84,889.0,147.78,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02714.02,47.3186631,2.1,598.0,30.22,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02715.01,11.12827427,4.04,408.0,6.52,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02778.01,2.21571296,1.7,1283.0,638.56,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02779.01,34.4585495,1.88,559.0,23.05,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02780.01,3.35184041,1.88,1294.0,661.69,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02781.01,1.615758517,1.31,2158.0,5140.67,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00268.01,110.3783828,3.02,473.0,11.82,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02859.01,3.4462125,0.7,1015.0,251.24,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02859.02,2.005414293,0.65,1216.0,516.85,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02859.03,4.28886792,0.57,944.0,187.43,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02861.01,1.868564038,1.4,1565.0,1417.56,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02862.01,24.5752524,1.64,316.0,2.35,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02946.01,15.1408916,1.93,714.0,61.42,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02948.01,11.39169531,1.02,886.0,145.67,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02949.01,10.1747037,1.04,985.0,222.53,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02951.01,2.44358543,0.67,1249.0,574.37,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02952.01,1.7592691,1.21,1519.0,1254.94,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02715.02,2.226496196,2.1,697.0,55.76,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02715.03,5.72084599,1.78,509.0,15.84,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02716.01,0.962864171,1.52,1666.0,1828.67,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00261.01,16.23847733,2.76,711.0,60.35,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02716.02,6.46004728,1.8,883.0,144.06,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02785.01,4.76831033,1.78,1219.0,522.81,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02786.01,44.616751,2.31,693.0,54.56,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02787.01,1.714410345,1.84,2551.0,10025.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02789.01,3.40165617,1.34,1236.0,552.42,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02790.01,14.00948631,0.98,617.0,34.32,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02863.01,1.703359172,0.69,1525.0,1284.58,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02864.01,3.77881664,3.99,2580.0,10473.57,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02865.01,1.311558909,1.15,1655.0,1776.99,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02866.01,1.291233083,0.89,1887.0,2993.7,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00273.01,10.57375145,2.07,844.0,120.25,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02961.01,3.7847507,0.7,1311.0,699.15,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02962.01,2.17291055,0.93,1507.0,1220.49,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02963.01,18.2206024,1.78,786.0,90.43,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02963.02,7.35101287,1.42,1064.0,303.08,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02964.01,47.4497134,1.61,551.0,21.82,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02717.01,0.929906166,1.48,2291.0,6514.57,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02718.01,0.784513087,131.4,10634.0,3036857.56,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02719.01,4.11585514,1.93,895.0,151.55,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02720.01,6.57159435,1.26,1211.0,507.81,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02721.01,33.878639,3.52,564.0,24.0,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02791.01,27.5722144,1.94,636.0,38.62,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02792.01,2.12821621,0.7,1668.0,1831.55,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02794.01,0.703399912,2.15,2013.0,3879.31,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02795.01,2.5355023,2.7,1477.0,1127.68,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02797.01,0.868122253,1.65,2047.0,4163.14,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02867.01,1.332560553,0.4,1249.0,574.99,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02867.02,18.936061,0.34,516.0,16.7,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02868.01,10.65275054,2.2,737.0,69.81,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02869.01,3.30040818,1.43,1543.0,1341.9,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02870.01,5.62950902,2.11,979.0,216.41,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02942.01,13.84301228,1.98,699.0,56.45,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02942.02,24.2758992,2.25,580.0,26.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02943.01,54.4099612,1.56,513.0,16.35,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02944.01,9.12209336,28.17,863.0,131.35,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02945.01,19.94752741,2.52,625.0,36.14,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00277.02,13.84984567,1.45,977.0,214.98,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02722.01,6.12479773,1.51,1140.0,399.43,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02722.02,11.24284815,1.44,931.0,177.7,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02722.03,4.02877097,1.21,1311.0,699.45,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02722.04,8.92114318,1.27,1006.0,241.79,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00262.01,7.81285862,1.68,1196.0,483.06,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00269.01,18.01164974,1.83,900.0,155.37,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02798.01,0.916142298,0.6,1212.0,507.47,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02799.01,0.597933473,1.24,2564.0,10196.42,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02800.01,2.69636494,1.24,1406.0,925.14,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02801.01,6.99205021,1.06,1194.0,479.87,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02871.01,12.0999065,1.39,807.0,100.37,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02871.02,5.36375016,1.15,1059.0,296.73,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02872.01,3.17319407,0.91,1077.0,318.23,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02873.01,5.24368302,0.91,654.0,43.13,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02876.01,5.1952021,1.37,836.0,115.35,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02955.01,0.591280187,1.3,2385.0,7620.01,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02956.01,3.93766786,1.36,1947.0,3388.82,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02958.01,31.6084371,1.89,634.0,38.1,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02959.01,16.1558656,2.04,455.0,10.1,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02960.01,1.465943491,1.6,2472.0,8804.6,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00279.01,28.45489091,6.08,769.0,82.7,CANDIDATE,candidate,0.5,,match,True,black
K02723.01,1.952711161,2.58,1403.0,917.15,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02724.01,0.620739667,29.28,2947.0,17924.29,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02725.01,0.587470828,51.02,3434.0,33039.47,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02726.01,0.934924739,2.29,3156.0,23533.0,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02727.01,25.7054557,1.75,670.0,47.76,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02802.01,3.84822189,1.72,1283.0,641.53,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02803.01,2.37752442,0.53,1278.0,632.62,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02804.01,2.62838097,1.01,1375.0,846.09,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02805.01,1.877878538,0.78,1701.0,1977.35,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02807.01,3.375716723,2.34,1472.0,1111.66,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00041.03,35.3331932,1.55,670.0,47.52,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00274.01,15.0896415,1.42,968.0,207.64,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02877.01,5.30873978,1.08,1042.0,279.21,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02878.01,3.89524296,1.13,956.0,197.66,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02880.01,0.740926358,1.22,1873.0,2909.21,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02882.01,75.8580035,2.72,281.0,1.47,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K02965.01,1.352564873,1.45,2447.0,8505.97,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02966.01,7.72768833,1.89,899.0,154.46,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02967.01,37.3033197,2.31,493.0,14.0,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02968.01,10.16435076,1.99,1389.0,879.94,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02969.01,31.9729501,2.41,757.0,77.49,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02729.01,14.8877665,1.96,831.0,112.85,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02730.01,4.52158614,1.31,1214.0,513.68,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02731.01,2.007750531,1.64,1319.0,716.79,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02732.01,7.03146295,1.38,1194.0,480.26,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02732.03,54.2811949,2.07,604.0,31.45,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02808.01,0.596087893,1.92,2967.0,18259.79,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00270.01,12.58229808,1.53,917.0,167.41,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02809.01,7.12684695,1.38,941.0,185.17,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02810.01,0.661749944,23.92,2420.0,8123.02,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02810.02,354.95118,2.53,303.0,1.99,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02811.01,1.35477049,0.8,1102.0,348.9,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02882.02,0.493393859,1.4,1505.0,1203.14,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02883.01,11.95401876,2.1,525.0,17.92,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02884.01,2.48883033,0.64,1230.0,540.34,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02885.01,20.2340219,0.99,562.0,23.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02886.01,0.88184263,1.24,1564.0,1419.46,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02675.01,5.448321078,2.17,978.0,215.95,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02675.02,1.116127169,1.0,1659.0,1797.63,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02676.01,195.613824,10.65,467.0,11.24,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02677.01,237.787237,9.91,354.0,3.73,CANDIDATE,candidate,0.5,,match,True,black
K02678.01,3.833087643,2.25,1012.0,247.8,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00262.02,9.37663713,1.89,1125.0,379.3,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02733.01,5.62006198,1.45,772.0,84.01,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02734.01,3.8259005,3.45,1005.0,241.25,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02735.01,0.558841234,1.33,1787.0,2412.15,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02736.01,9.33648141,2.39,577.0,26.22,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02812.01,76.6139446,2.61,466.0,11.12,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02813.01,0.698461304,14.81,5173.0,168689.02,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K02815.01,1.545388842,0.56,1421.0,964.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02816.01,1.289590179,1.38,1448.0,1040.23,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02817.01,0.634003002,1.35,1714.0,2030.16,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02887.01,1.56859048,23.41,1693.0,1935.28,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00274.02,22.8030252,1.29,843.0,119.6,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02888.01,0.623441939,13.89,3219.0,25489.88,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02889.01,5.24364571,25.01,1149.0,411.58,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02890.01,8.98826122,1.39,864.0,131.92,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02679.01,110.7556272,29.64,651.0,42.53,CANDIDATE,candidate,0.5,,match,True,black
K00258.01,4.15743922,96.99,2089.0,4503.26,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02680.01,14.4079035,23.4,624.0,35.81,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K02681.01,135.4978256,6.01,295.0,1.8,CANDIDATE,habitable_zone_candidate,0.7,,mismatch,False,red
K02681.02,22.2508509,2.07,539.0,20.01,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02682.01,8.53161917,54.6,891.0,148.92,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02737.01,0.526615152,1.46,2959.0,18152.32,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02738.01,0.690405794,1.04,1731.0,2129.33,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02739.01,10.10773789,1.98,879.0,140.75,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02739.02,7.0956395,1.2,989.0,225.73,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02740.01,1.844857057,0.97,1601.0,1548.86,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02819.01,18.0116764,2.02,695.0,55.07,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00270.02,33.67280658,1.86,661.0,45.09,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02820.01,3.00912491,1.22,1177.0,452.27,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02821.01,79.2450351,3.33,404.0,6.33,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02822.01,4.44589508,1.94,1063.0,302.6,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02891.01,2.023126394,0.92,1607.0,1582.75,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02892.01,10.63609504,1.36,728.0,66.5,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02894.01,10.3108232,1.27,786.0,90.1,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02895.01,1.069842837,1.77,1433.0,998.07,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02896.01,1.077467951,31.06,2339.0,7064.38,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02683.01,126.4451275,4.49,321.0,2.51,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02684.01,2.8736467,6.47,2866.0,15977.28,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02685.01,2.846517614,1.88,528.0,18.32,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02686.01,211.032819,3.43,215.0,0.5,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K02687.01,1.716828304,0.74,1455.0,1056.84,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02741.01,0.755103143,1.49,2927.0,17302.11,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00263.01,20.71927223,2.51,818.0,105.78,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02743.01,11.87457664,1.32,728.0,66.33,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02744.01,109.6469948,4.85,428.0,7.95,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02745.01,15.64588656,2.18,710.0,60.08,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K02823.01,0.93375241,3.18,1594.0,1528.26,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02824.01,1.70336496,1.67,1484.0,1151.45,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02825.01,0.764174368,1.18,2241.0,5972.52,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02826.01,1.85373924,0.23,345.0,3.36,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K02827.01,7.06321927,1.21,827.0,110.22,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K02897.01,0.584310213,23.09,2053.0,4190.91,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
